City,Pincode,Latitude,Longitude,Participation (%),,,,,,,
Mumbai,400015,19.067127,72.861682,59.2,,,,,,,
Mumbai,400015,19.074261,72.853138,54.9,,,,,,,
Mumbai,400015,19.069387,72.920754,18.3,,,,,,,
Mumbai,400015,19.119379,72.872315,43.1,,,,,,,
Mumbai,400015,19.095093,72.844154,41.7,,,,,,,
Mumbai,400015,19.059836,72.855073,47.3,,,,,,,
Mumbai,400015,19.070574,72.912594,36.5,,,,,,,
Mumbai,400015,19.121029,72.854908,51.4,,,,,,,
Mumbai,400015,19.064522,72.861642,62,,,,,,,
Mumbai,400015,19.034289,72.832114,42.9,,,,,,,
Mumbai,400015,19.114531,72.910579,57.6,,,,,,,
Mumbai,400015,19.087735,72.854143,16.1,,,,,,,
Mumbai,400015,19.082359,72.909161,54.8,,,,,,,
Mumbai,400016,19.068348,72.837967,41.3,,,,,,,
Mumbai,400016,19.124798,72.914971,51.4,,,,,,,
Mumbai,400016,19.064978,72.89702,56.3,,,,,,,
Mumbai,400016,19.131664,72.921261,37.3,,,,,,,
Mumbai,400016,19.060535,72.930551,52.1,,,,,,,
Mumbai,400016,19.018455,72.91437,43.6,,,,,,,
Mumbai,400016,19.10295,72.895843,84.9,,,,,,,
Mumbai,400016,19.103095,72.855038,42.2,,,,,,,
Mumbai,400016,19.06249,72.859016,41.3,,,,,,,
Mumbai,400016,19.102423,72.853677,59.8,,,,,,,
Mumbai,400016,19.100597,72.909356,36.5,,,,,,,
Mumbai,400016,19.095288,72.914422,49.4,,,,,,,
Mumbai,400016,19.079841,72.923729,58.4,,,,,,,
Mumbai,400016,19.058504,72.911019,57.5,,,,,,,
Mumbai,400016,19.112739,72.860382,36.4,,,,,,,
Mumbai,400016,19.120637,72.904408,27.2,,,,,,,
Mumbai,400016,19.135718,72.842058,36.2,,,,,,,
Mumbai,400016,19.050802,72.845098,22.6,,,,,,,
Mumbai,400016,19.106738,72.927731,70.8,,,,,,,
Mumbai,400016,19.066221,72.885206,55.1,,,,,,,
Mumbai,400016,19.107775,72.9133,54.2,,,,,,,
Mumbai,400016,19.077568,72.877411,54.2,,,,,,,
Mumbai,400016,19.089288,72.91716,54.3,,,,,,,
Mumbai,400016,19.049582,72.868502,38.8,,,,,,,
Mumbai,400016,19.03638,72.83979,19.1,,,,,,,
Mumbai,400016,19.050369,72.851577,54.3,,,,,,,
Mumbai,400016,19.078818,72.925122,46.3,,,,,,,
Mumbai,400016,19.080246,72.926395,47.5,,,,,,,
Mumbai,400016,19.071707,72.915949,51.5,,,,,,,
Mumbai,400016,19.067709,72.89334,71.6,,,,,,,
Mumbai,400017,19.098434,72.896522,59.6,,,,,,,
Mumbai,400017,19.093437,72.872569,59.9,,,,,,,
Mumbai,400017,19.05884,72.883788,57.8,,,,,,,
Mumbai,400017,19.062221,72.895427,58.3,,,,,,,
Mumbai,400017,19.064767,72.916409,54.7,,,,,,,
Mumbai,400017,19.076672,72.898372,23.5,,,,,,,
Mumbai,400017,19.119217,72.852722,41.7,,,,,,,
Mumbai,400017,19.060861,72.864045,38.7,,,,,,,
Mumbai,400017,19.032141,72.87564,63.4,,,,,,,
Mumbai,400017,19.110779,72.940347,51,,,,,,,
Mumbai,400017,19.055282,72.915765,56.2,,,,,,,
Mumbai,400017,19.124555,72.856593,38,,,,,,,
Mumbai,400017,19.093344,72.933032,51.1,,,,,,,
Mumbai,400017,19.105306,72.935713,43.5,,,,,,,
Mumbai,400017,19.02633,72.881997,84.9,,,,,,,
Mumbai,400017,19.06062,72.889491,40.5,,,,,,,
Mumbai,400017,19.103175,72.885392,47,,,,,,,
Mumbai,400017,19.107791,72.906347,39.6,,,,,,,
Mumbai,400017,19.066099,72.841963,29.1,,,,,,,
Mumbai,400017,19.045681,72.841435,44.3,,,,,,,
Mumbai,400017,19.046444,72.843769,69.9,,,,,,,
Mumbai,400017,19.08788,72.902553,77.8,,,,,,,
Mumbai,400017,19.117795,72.825195,41.7,,,,,,,
Mumbai,400017,19.116168,72.91009,48.9,,,,,,,
Mumbai,400017,19.04339,72.871589,37.5,,,,,,,
Mumbai,400017,19.10997,72.853244,50.6,,,,,,,
Mumbai,400017,19.110931,72.881027,59.7,,,,,,,
Mumbai,400017,19.0596,72.867665,53.4,,,,,,,
Mumbai,400017,19.090884,72.91803,48.9,,,,,,,
Mumbai,400017,19.093246,72.838993,56.3,,,,,,,
Mumbai,400018,19.121933,72.903237,43.8,,,,,,,
Mumbai,400018,19.040409,72.882228,49.8,,,,,,,
Mumbai,400018,19.031518,72.869356,32,,,,,,,
Mumbai,400018,19.086171,72.860464,76.5,,,,,,,
Mumbai,400018,19.051118,72.902759,58.6,,,,,,,
Mumbai,400018,19.038478,72.887148,87.5,,,,,,,
Mumbai,400018,19.124083,72.936677,44.3,,,,,,,
Mumbai,400018,19.040885,72.855013,59.3,,,,,,,
Mumbai,400018,19.05371,72.891404,53.6,,,,,,,
Mumbai,400018,19.060754,72.83502,59.1,,,,,,,
Mumbai,400018,19.060239,72.925426,47.4,,,,,,,
Mumbai,400018,19.049166,72.883773,24.3,,,,,,,
Mumbai,400018,19.101398,72.881346,36.2,,,,,,,
Mumbai,400018,19.090368,72.84784,37,,,,,,,
Mumbai,400018,19.028426,72.915241,23.2,,,,,,,
Mumbai,400018,19.093752,72.847618,43.5,,,,,,,
Mumbai,400018,19.059588,72.912546,48.3,,,,,,,
Mumbai,400018,19.107596,72.875677,55.7,,,,,,,
Mumbai,400018,19.03104,72.892036,53.3,,,,,,,
Mumbai,400018,19.054615,72.881312,63.4,,,,,,,
Mumbai,400018,19.050806,72.884089,50.3,,,,,,,
Mumbai,400018,19.038935,72.852416,40.8,,,,,,,
Mumbai,400018,19.106589,72.851319,42.2,,,,,,,
Mumbai,400018,19.096007,72.824144,50,,,,,,,
Mumbai,400018,19.106472,72.870257,37.6,,,,,,,
Mumbai,400018,19.116799,72.927595,71.9,,,,,,,
Mumbai,400018,19.092418,72.897813,26.2,,,,,,,
Mumbai,400018,19.116329,72.911472,51.1,,,,,,,
Mumbai,400018,19.109859,72.911308,49.6,,,,,,,
Mumbai,400018,19.047284,72.875055,56.9,,,,,,,
Mumbai,400019,19.075902,72.898588,42,,,,,,,
Mumbai,400019,19.108037,72.852175,39.9,,,,,,,
Mumbai,400019,19.123186,72.880051,46.4,,,,,,,
Mumbai,400019,19.047313,72.854872,43.6,,,,,,,
Mumbai,400019,19.036732,72.851548,51.3,,,,,,,
Mumbai,400019,19.126337,72.830793,48.4,,,,,,,
Mumbai,400019,19.081952,72.907329,36.3,,,,,,,
Mumbai,400019,19.060601,72.878813,38.4,,,,,,,
Mumbai,400019,19.041812,72.854616,76.6,,,,,,,
Mumbai,400019,19.063726,72.872656,42.9,,,,,,,
Mumbai,400019,19.036311,72.938362,44.6,,,,,,,
Mumbai,400019,19.115837,72.925568,46.6,,,,,,,
Mumbai,400019,19.13329,72.829457,50.5,,,,,,,
Mumbai,400019,19.066223,72.853817,58.7,,,,,,,
Mumbai,400019,19.087611,72.923715,59.3,,,,,,,
Mumbai,400019,19.02375,72.897505,44.9,,,,,,,
Mumbai,400019,19.058789,72.861087,20.8,,,,,,,
Mumbai,400019,19.05959,72.842995,44.1,,,,,,,
Mumbai,400019,19.036908,72.895584,89.3,,,,,,,
Mumbai,400019,19.075716,72.923526,29.6,,,,,,,
Mumbai,400019,19.093673,72.828656,50.1,,,,,,,
Mumbai,400019,19.088335,72.869235,54.7,,,,,,,
Mumbai,400019,19.118173,72.924075,73.3,,,,,,,
Mumbai,400019,19.089161,72.887758,85.8,,,,,,,
Mumbai,400019,19.135512,72.906425,79.4,,,,,,,
Mumbai,400019,19.041397,72.915953,37.1,,,,,,,
Mumbai,400019,19.12783,72.881917,42.9,,,,,,,
Mumbai,400019,19.082517,72.849452,36.1,,,,,,,
Mumbai,400019,19.064618,72.85226,37.4,,,,,,,
Mumbai,400019,19.099568,72.847016,37.2,,,,,,,
Mumbai,400020,19.094297,72.865565,56.1,,,,,,,
Mumbai,400020,19.047038,72.863133,57.5,,,,,,,
Mumbai,400020,19.065757,72.921923,29.7,,,,,,,
Mumbai,400020,19.10562,72.886775,42.6,,,,,,,
Mumbai,400020,19.076425,72.910587,37.8,,,,,,,
Mumbai,400020,19.042081,72.868517,99.2,,,,,,,
Mumbai,400020,19.095793,72.883133,23.5,,,,,,,
Mumbai,400020,19.069342,72.885368,61.4,,,,,,,
Mumbai,400020,19.046793,72.876573,46.9,,,,,,,
Mumbai,400020,19.041548,72.856177,21.3,,,,,,,
Mumbai,400020,19.076081,72.840484,42.3,,,,,,,
Mumbai,400020,19.143914,72.945073,44.8,,,,,,,
Mumbai,400020,19.0803,72.842139,53.3,,,,,,,
Mumbai,400020,19.048347,72.852966,55.7,,,,,,,
Mumbai,400020,19.089115,72.901552,79.3,,,,,,,
Mumbai,400020,19.044375,72.857355,47.1,,,,,,,
Mumbai,400020,19.097548,72.849113,38.7,,,,,,,
Mumbai,400020,19.048897,72.872154,48.9,,,,,,,
Mumbai,400020,19.081101,72.941105,54.2,,,,,,,
Mumbai,400020,19.05147,72.903161,47.1,,,,,,,
Mumbai,400020,19.051517,72.903341,43.5,,,,,,,
Mumbai,400020,19.083191,72.869303,52.9,,,,,,,
Mumbai,400020,19.063772,72.884378,41.6,,,,,,,
Mumbai,400020,19.134334,72.894444,72.5,,,,,,,
Mumbai,400020,19.087182,72.895787,47.2,,,,,,,
Mumbai,400020,19.056696,72.887005,23.5,,,,,,,
Mumbai,400020,19.092155,72.840012,42.6,,,,,,,
Mumbai,400020,19.052499,72.901365,44.6,,,,,,,
Mumbai,400020,19.10092,72.854377,59.1,,,,,,,
Mumbai,400020,19.049526,72.875608,49.2,,,,,,,
Mumbai,400021,19.066475,72.883106,42.4,,,,,,,
Mumbai,400021,19.107536,72.899252,48.1,,,,,,,
Mumbai,400021,19.024744,72.823635,17.1,,,,,,,
Mumbai,400021,19.024038,72.930662,74,,,,,,,
Mumbai,400021,19.065126,72.830786,47.4,,,,,,,
Mumbai,400021,19.108091,72.880018,46.2,,,,,,,
Mumbai,400021,19.098339,72.837831,85.6,,,,,,,
Mumbai,400021,19.040696,72.833879,49.5,,,,,,,
Mumbai,400021,19.085258,72.858836,83.3,,,,,,,
Mumbai,400021,19.135565,72.875606,52.4,,,,,,,
Mumbai,400021,19.059227,72.847867,17.8,,,,,,,
Mumbai,400021,19.125085,72.931591,66.2,,,,,,,
Mumbai,400021,19.021897,72.823194,67.3,,,,,,,
Mumbai,400021,19.08266,72.905681,44.5,,,,,,,
Mumbai,400021,19.055584,72.898967,94.6,,,,,,,
Mumbai,400021,19.109936,72.89071,58.5,,,,,,,
Mumbai,400021,19.091285,72.887151,17.4,,,,,,,
Mumbai,400021,19.032962,72.872625,58.5,,,,,,,
Mumbai,400021,19.038959,72.860785,47.3,,,,,,,
Mumbai,400021,19.103854,72.898013,58.1,,,,,,,
Mumbai,400021,19.112301,72.840103,68.9,,,,,,,
Mumbai,400021,19.075473,72.937867,59.6,,,,,,,
Mumbai,400021,19.065866,72.885656,42.5,,,,,,,
Mumbai,400021,19.08474,72.828231,40.4,,,,,,,
Mumbai,400021,19.107561,72.873513,37.5,,,,,,,
Mumbai,400021,19.101793,72.852232,50.2,,,,,,,
Mumbai,400021,19.12311,72.895836,20,,,,,,,
Mumbai,400021,19.059368,72.858389,52.5,,,,,,,
Mumbai,400021,19.12516,72.896485,75.2,,,,,,,
Mumbai,400021,19.066645,72.919061,59.7,,,,,,,
Mumbai,400022,19.139768,72.89146,57.8,,,,,,,
Mumbai,400022,19.109438,72.917047,72.1,,,,,,,
Mumbai,400022,19.09758,72.879374,75.7,,,,,,,
Mumbai,400022,19.099873,72.911958,37.4,,,,,,,
Mumbai,400022,19.097712,72.922293,50.6,,,,,,,
Mumbai,400022,19.065815,72.878057,52.9,,,,,,,
Mumbai,400022,19.111628,72.849011,48.3,,,,,,,
Mumbai,400022,19.111794,72.853839,40.1,,,,,,,
Mumbai,400022,19.036913,72.833307,61.4,,,,,,,
Mumbai,400022,19.122063,72.918408,41.1,,,,,,,
Mumbai,400022,19.098283,72.848758,44.1,,,,,,,
Mumbai,400022,19.1188,72.898395,79.8,,,,,,,
Mumbai,400022,19.114091,72.854091,59.1,,,,,,,
Mumbai,400022,19.070935,72.89758,24.9,,,,,,,
Mumbai,400022,19.077294,72.872179,47.1,,,,,,,
Mumbai,400022,19.037456,72.854532,30.1,,,,,,,
Mumbai,400022,19.129137,72.850269,51,,,,,,,
Mumbai,400022,19.047941,72.901295,40.8,,,,,,,
Mumbai,400022,19.095629,72.917161,72.5,,,,,,,
Mumbai,400022,19.135915,72.922334,17.9,,,,,,,
Mumbai,400022,19.08699,72.926473,47.7,,,,,,,
Mumbai,400022,19.10535,72.859331,59.3,,,,,,,
Mumbai,400022,19.050287,72.869578,42.8,,,,,,,
Mumbai,400022,19.094204,72.874632,51.8,,,,,,,
Mumbai,400022,19.069071,72.914212,43.5,,,,,,,
Mumbai,400022,19.124747,72.909625,59.6,,,,,,,
Mumbai,400022,19.043145,72.883585,59.5,,,,,,,
Mumbai,400022,19.044154,72.91527,50.8,,,,,,,
Mumbai,400022,19.12369,72.935656,54.6,,,,,,,
Mumbai,400022,19.128773,72.891659,71.7,,,,,,,
Mumbai,400023,19.050973,72.865364,52.5,,,,,,,
Mumbai,400023,19.117872,72.917154,40.2,,,,,,,
Mumbai,400023,19.048148,72.903609,54.9,,,,,,,
Mumbai,400023,19.044338,72.878943,42.1,,,,,,,
Mumbai,400023,19.119081,72.865325,49.5,,,,,,,
Mumbai,400023,19.105593,72.936257,60,,,,,,,
Mumbai,400023,19.064388,72.853597,57.7,,,,,,,
Mumbai,400023,19.112732,72.89698,43.3,,,,,,,
Mumbai,400023,19.114438,72.838976,32.2,,,,,,,
Mumbai,400023,19.076881,72.893677,54.9,,,,,,,
Mumbai,400023,19.040215,72.895868,36.6,,,,,,,
Mumbai,400023,19.034693,72.879692,22.3,,,,,,,
Mumbai,400023,19.069139,72.900583,92.4,,,,,,,
Mumbai,400023,19.040219,72.857054,44,,,,,,,
Mumbai,400023,19.10381,72.880638,46.7,,,,,,,
Mumbai,400023,19.111281,72.893469,55.6,,,,,,,
Mumbai,400023,19.079369,72.864556,94,,,,,,,
Mumbai,400023,19.117326,72.876127,40.1,,,,,,,
Mumbai,400023,19.116232,72.852853,44.9,,,,,,,
Mumbai,400023,19.1357,72.821326,62.2,,,,,,,
Mumbai,400023,19.126384,72.887252,72,,,,,,,
Mumbai,400023,19.093406,72.904931,48.3,,,,,,,
Mumbai,400023,19.115716,72.861061,55.3,,,,,,,
Mumbai,400023,19.038223,72.892785,47.5,,,,,,,
Mumbai,400023,19.025638,72.922156,44.5,,,,,,,
Mumbai,400023,19.093298,72.86451,50.2,,,,,,,
Mumbai,400023,19.026383,72.842963,57.3,,,,,,,
Mumbai,400023,19.086668,72.928266,43.5,,,,,,,
Mumbai,400023,19.079528,72.830817,67.9,,,,,,,
Mumbai,400023,19.081196,72.869334,18.5,,,,,,,
Mumbai,400024,19.053011,72.871076,50.3,,,,,,,
Mumbai,400024,19.089238,72.913568,41.5,,,,,,,
Mumbai,400024,19.064625,72.895771,48.8,,,,,,,
Mumbai,400024,19.059278,72.907302,92.3,,,,,,,
Mumbai,400024,19.118513,72.86575,47.1,,,,,,,
Mumbai,400024,19.094177,72.836951,54.8,,,,,,,
Mumbai,400024,19.091553,72.891293,46.5,,,,,,,
Mumbai,400024,19.051011,72.851397,56.3,,,,,,,
Mumbai,400024,19.039536,72.899807,68.7,,,,,,,
Mumbai,400024,19.081983,72.898829,41.9,,,,,,,
Mumbai,400024,19.07245,72.874769,42,,,,,,,
Mumbai,400024,19.096256,72.843501,43.8,,,,,,,
Mumbai,400024,19.11708,72.884272,51.5,,,,,,,
Mumbai,400024,19.111395,72.880269,53.4,,,,,,,
Mumbai,400024,19.099435,72.885058,41,,,,,,,
Mumbai,400024,19.117834,72.876086,51.4,,,,,,,
Mumbai,400024,19.027211,72.835678,39.8,,,,,,,
Mumbai,400024,19.122191,72.882178,27.3,,,,,,,
Mumbai,400024,19.032936,72.911571,85.3,,,,,,,
Mumbai,400024,19.094827,72.912707,40.7,,,,,,,
Mumbai,400024,19.07727,72.909879,54,,,,,,,
Mumbai,400024,19.116177,72.85316,16.1,,,,,,,
Mumbai,400024,19.119894,72.835241,25.2,,,,,,,
Mumbai,400024,19.067852,72.852516,79.4,,,,,,,
Mumbai,400024,19.104261,72.858488,38.2,,,,,,,
Mumbai,400024,19.073309,72.920152,90.3,,,,,,,
Mumbai,400024,19.113039,72.902105,61.2,,,,,,,
Mumbai,400024,19.140199,72.86743,48.9,,,,,,,
Mumbai,400024,19.057605,72.85385,36.4,,,,,,,
Mumbai,400024,19.042602,72.923017,36.6,,,,,,,
Mumbai,400025,19.05733,72.917978,40.1,,,,,,,
Mumbai,400025,19.102792,72.920056,39.9,,,,,,,
Mumbai,400025,19.048393,72.847508,43.7,,,,,,,
Mumbai,400025,19.10789,72.826847,58.1,,,,,,,
Mumbai,400025,19.082625,72.92835,47.5,,,,,,,
Mumbai,400025,19.091189,72.908968,36.2,,,,,,,
Mumbai,400025,19.116087,72.854803,57.9,,,,,,,
Mumbai,400025,19.096103,72.834812,50.3,,,,,,,
Mumbai,400025,19.092165,72.861418,24.5,,,,,,,
Mumbai,400025,19.022243,72.822466,21.5,,,,,,,
Mumbai,400025,19.059672,72.895572,53.4,,,,,,,
Mumbai,400025,19.110134,72.875564,44.1,,,,,,,
Mumbai,400025,19.128699,72.86521,41.3,,,,,,,
Mumbai,400025,19.045369,72.849292,38.7,,,,,,,
Mumbai,400025,19.070889,72.903028,44.5,,,,,,,
Mumbai,400025,19.033858,72.901067,51.5,,,,,,,
Mumbai,400025,19.04822,72.883645,41.4,,,,,,,
Mumbai,400025,19.086197,72.8298,98.8,,,,,,,
Mumbai,400025,19.071561,72.856077,71.4,,,,,,,
Mumbai,400025,19.125922,72.858359,58.4,,,,,,,
Mumbai,400025,19.061276,72.888474,48.6,,,,,,,
Mumbai,400025,19.110865,72.839173,34.2,,,,,,,
Mumbai,400025,19.061979,72.891007,50.7,,,,,,,
Mumbai,400025,19.087752,72.881409,23.4,,,,,,,
Mumbai,400025,19.043332,72.881909,44,,,,,,,
Mumbai,400025,19.024314,72.901825,30.1,,,,,,,
Mumbai,400025,19.103641,72.88747,68.6,,,,,,,
Mumbai,400025,19.072468,72.937891,58.4,,,,,,,
Mumbai,400025,19.047055,72.852651,98.8,,,,,,,
Mumbai,400025,19.049989,72.911366,75.1,,,,,,,
Mumbai,400026,19.06739,72.854623,41.6,,,,,,,
Mumbai,400026,19.058005,72.861545,44.4,,,,,,,
Mumbai,400026,19.08181,72.878893,39.7,,,,,,,
Mumbai,400026,19.108584,72.850914,79.3,,,,,,,
Mumbai,400026,19.121224,72.902082,49,,,,,,,
Mumbai,400026,19.129102,72.917641,46.3,,,,,,,
Mumbai,400026,19.06903,72.920544,97.4,,,,,,,
Mumbai,400026,19.134656,72.891791,73.5,,,,,,,
Mumbai,400026,19.116882,72.902678,46.2,,,,,,,
Mumbai,400026,19.057531,72.900351,56,,,,,,,
Mumbai,400026,19.055903,72.824542,48.8,,,,,,,
Mumbai,400026,19.06968,72.920995,56.3,,,,,,,
Mumbai,400026,19.068458,72.858372,52.3,,,,,,,
Mumbai,400026,19.129784,72.855588,49.9,,,,,,,
Mumbai,400026,19.093834,72.928991,52.4,,,,,,,
Mumbai,400026,19.099515,72.857529,56.2,,,,,,,
Mumbai,400026,19.092568,72.91666,50,,,,,,,
Mumbai,400026,19.07156,72.868199,42,,,,,,,
Mumbai,400026,19.100581,72.936849,71.4,,,,,,,
Mumbai,400026,19.077645,72.896319,32,,,,,,,
Mumbai,400026,19.040598,72.870186,41.6,,,,,,,
Mumbai,400026,19.072257,72.934119,59.4,,,,,,,
Mumbai,400026,19.071032,72.883071,58.4,,,,,,,
Mumbai,400026,19.049126,72.89106,97.8,,,,,,,
Mumbai,400026,19.113305,72.863463,38.6,,,,,,,
Mumbai,400026,19.03557,72.879795,59.4,,,,,,,
Mumbai,400026,19.045901,72.885412,57.3,,,,,,,
Mumbai,400026,19.10101,72.880378,50.2,,,,,,,
Mumbai,400026,19.105753,72.932489,43.6,,,,,,,
Mumbai,400026,19.076159,72.892125,38,,,,,,,
Mumbai,400027,19.116056,72.85148,47.6,,,,,,,
Mumbai,400027,19.109123,72.857089,49.9,,,,,,,
Mumbai,400027,19.103633,72.884784,44.5,,,,,,,
Mumbai,400027,19.070123,72.929131,49.6,,,,,,,
Mumbai,400027,19.028451,72.868626,36.2,,,,,,,
Mumbai,400027,19.048004,72.895352,48.6,,,,,,,
Mumbai,400027,19.059771,72.890851,74.6,,,,,,,
Mumbai,400027,19.136652,72.901062,53.8,,,,,,,
Mumbai,400027,19.090318,72.920656,38.7,,,,,,,
Mumbai,400027,19.038339,72.837636,47.4,,,,,,,
Mumbai,400027,19.071064,72.898472,15.9,,,,,,,
Mumbai,400027,19.09012,72.913169,54.6,,,,,,,
Mumbai,400027,19.092014,72.887973,37.1,,,,,,,
Mumbai,400027,19.04863,72.863124,46.9,,,,,,,
Mumbai,400027,19.076956,72.918708,44.7,,,,,,,
Mumbai,400027,19.075298,72.906195,48.9,,,,,,,
Mumbai,400027,19.104411,72.84394,52.8,,,,,,,
Mumbai,400027,19.133331,72.858983,49.5,,,,,,,
Mumbai,400027,19.095749,72.897685,58.1,,,,,,,
Mumbai,400027,19.081898,72.879715,55.4,,,,,,,
Mumbai,400027,19.035797,72.916359,49.4,,,,,,,
Mumbai,400027,19.078292,72.92029,51.9,,,,,,,
Mumbai,400027,19.027931,72.849195,67.4,,,,,,,
Mumbai,400027,19.083123,72.895135,68.2,,,,,,,
Mumbai,400027,19.116141,72.856603,58,,,,,,,
Mumbai,400027,19.035141,72.928067,59.1,,,,,,,
Mumbai,400027,19.123188,72.868828,54.8,,,,,,,
Mumbai,400027,19.047139,72.876053,37,,,,,,,
Mumbai,400027,19.114049,72.885427,39,,,,,,,
Mumbai,400027,19.074176,72.912032,49.8,,,,,,,
Mumbai,400028,19.071844,72.852383,41.1,,,,,,,
Mumbai,400028,19.025819,72.879138,53.7,,,,,,,
Mumbai,400028,19.083584,72.934074,42.3,,,,,,,
Mumbai,400028,19.126139,72.855262,41.5,,,,,,,
Mumbai,400028,19.068064,72.864765,37,,,,,,,
Mumbai,400028,19.037469,72.864527,54.9,,,,,,,
Mumbai,400028,19.043533,72.917008,43.9,,,,,,,
Mumbai,400028,19.055631,72.92255,86.3,,,,,,,
Mumbai,400028,19.073813,72.926983,48.6,,,,,,,
Mumbai,400028,19.137264,72.920558,52.8,,,,,,,
Mumbai,400028,19.085333,72.918797,39.9,,,,,,,
Mumbai,400028,19.127346,72.852117,58.9,,,,,,,
Mumbai,400028,19.096168,72.925214,39.7,,,,,,,
Mumbai,400028,19.102984,72.893722,32.7,,,,,,,
Mumbai,400028,19.127213,72.867395,42.6,,,,,,,
Mumbai,400028,19.100641,72.864253,54.5,,,,,,,
Mumbai,400028,19.05098,72.89808,49.2,,,,,,,
Mumbai,400028,19.036994,72.842613,51.6,,,,,,,
Mumbai,400028,19.088039,72.863445,70,,,,,,,
Mumbai,400028,19.095681,72.895742,55.2,,,,,,,
Mumbai,400028,19.125352,72.921982,58.3,,,,,,,
Mumbai,400028,19.035397,72.868575,58.3,,,,,,,
Mumbai,400028,19.119894,72.873744,41,,,,,,,
Mumbai,400028,19.083138,72.878985,38.9,,,,,,,
Mumbai,400028,19.048962,72.872357,37.3,,,,,,,
Mumbai,400028,19.108318,72.851393,48.5,,,,,,,
Mumbai,400028,19.045072,72.84163,32.3,,,,,,,
Mumbai,400028,19.123317,72.935181,65.4,,,,,,,
Mumbai,400028,19.108333,72.908741,23,,,,,,,
Mumbai,400028,19.108644,72.892862,57.1,,,,,,,
Mumbai,400029,19.038948,72.91099,51.1,,,,,,,
Mumbai,400029,19.114417,72.883141,49.4,,,,,,,
Mumbai,400029,19.110055,72.878158,58.7,,,,,,,
Mumbai,400029,19.073278,72.882425,43.5,,,,,,,
Mumbai,400029,19.138522,72.904689,53.3,,,,,,,
Mumbai,400029,19.123088,72.930377,53.6,,,,,,,
Mumbai,400029,19.068982,72.907398,57.9,,,,,,,
Mumbai,400029,19.078666,72.839329,51.1,,,,,,,
Mumbai,400029,19.107061,72.86908,56.2,,,,,,,
Mumbai,400029,19.046224,72.846944,42.9,,,,,,,
Mumbai,400029,19.097675,72.916923,52.4,,,,,,,
Mumbai,400029,19.035556,72.913596,71.6,,,,,,,
Mumbai,400029,19.127067,72.861229,18.5,,,,,,,
Mumbai,400029,19.067771,72.927014,34.1,,,,,,,
Mumbai,400029,19.074156,72.85617,58.7,,,,,,,
Mumbai,400029,19.108486,72.926797,54.3,,,,,,,
Mumbai,400029,19.120741,72.864091,40,,,,,,,
Mumbai,400029,19.105572,72.838151,51.2,,,,,,,
Mumbai,400029,19.110196,72.918355,56.7,,,,,,,
Mumbai,400029,19.033341,72.87664,57.8,,,,,,,
Mumbai,400029,19.121263,72.855333,55.1,,,,,,,
Mumbai,400029,19.059208,72.898063,92.8,,,,,,,
Mumbai,400029,19.074124,72.861205,48.8,,,,,,,
Mumbai,400029,19.096022,72.897248,48.1,,,,,,,
Mumbai,400029,19.058446,72.850686,57.4,,,,,,,
Mumbai,400029,19.099461,72.914663,59.6,,,,,,,
Mumbai,400029,19.099412,72.890394,57.2,,,,,,,
Mumbai,400029,19.102745,72.866344,46.6,,,,,,,
Mumbai,400029,19.048191,72.911413,53.5,,,,,,,
Mumbai,400029,19.069199,72.898308,54.8,,,,,,,
Mumbai,400030,19.125084,72.847827,64.9,,,,,,,
Mumbai,400030,19.041034,72.901182,37.9,,,,,,,
Mumbai,400030,19.053468,72.863577,58.6,,,,,,,
Mumbai,400030,19.071741,72.911651,73.3,,,,,,,
Mumbai,400030,19.108308,72.841752,54.9,,,,,,,
Mumbai,400030,19.114842,72.87811,52.9,,,,,,,
Mumbai,400030,19.107048,72.835762,23.4,,,,,,,
Mumbai,400030,19.058702,72.862699,48.3,,,,,,,
Mumbai,400030,19.081155,72.852099,98.3,,,,,,,
Mumbai,400030,19.054936,72.871562,91.2,,,,,,,
Mumbai,400030,19.106294,72.933876,41.4,,,,,,,
Mumbai,400030,19.04459,72.924684,39.6,,,,,,,
Mumbai,400030,19.036552,72.843767,37.2,,,,,,,
Mumbai,400030,19.089061,72.938161,43.2,,,,,,,
Mumbai,400030,19.101744,72.845991,79.1,,,,,,,
Mumbai,400030,19.072267,72.903333,91.7,,,,,,,
Mumbai,400030,19.096832,72.888304,41,,,,,,,
Mumbai,400030,19.076817,72.901277,47.8,,,,,,,
Mumbai,400030,19.072053,72.852405,77.3,,,,,,,
Mumbai,400030,19.046284,72.937671,39.4,,,,,,,
Mumbai,400030,19.107863,72.82646,40.1,,,,,,,
Mumbai,400030,19.085645,72.851531,49.2,,,,,,,
Mumbai,400030,19.100774,72.922212,32.1,,,,,,,
Mumbai,400030,19.045252,72.936356,38.9,,,,,,,
Mumbai,400030,19.039207,72.918004,67.2,,,,,,,
Mumbai,400030,19.102074,72.898186,68.4,,,,,,,
Mumbai,400030,19.080729,72.850725,50.5,,,,,,,
Mumbai,400030,19.060839,72.912092,37,,,,,,,
Mumbai,400030,19.053785,72.84568,41,,,,,,,
Mumbai,400030,19.053837,72.925013,41.6,,,,,,,
Mumbai,400031,19.024211,72.831995,34,,,,,,,
Mumbai,400031,19.049179,72.912505,54,,,,,,,
Mumbai,400031,19.040131,72.904327,77.6,,,,,,,
Mumbai,400031,19.049416,72.84812,41.7,,,,,,,
Mumbai,400031,19.073591,72.86042,38.4,,,,,,,
